marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	6960285	R1I3MBM0TGOT6F	B00080H3TI	106524310	Maisto 1:18 Scale 1953 Studebaker Starliner Diecast Vehicle (Colors May Vary)	Toys	5	0	0	N	Y	Five Stars	Very fast delivery and excellent product as quality of packing.<br />Tks	2015-08-31
US	10378219	R1QGGRHRV7U8NT	B0000683A4	20389847	Snap Circuits SC-300	Toys	3	1	1	N	Y	A nice toy gadget, no more.	It's nice, but there are not many explanations. I thought it will actually teach the kids some circuits planning, but it feels more and more like a toy gadget. All in all I'm no impressed.	2015-08-31
US	27524936	R3U5WTA7ZAIVGT	B00H4PGYVS	853983986	Aquarius GI Joe Lunchbox	Toys	5	1	1	N	Y	Absolutely love this lunch box	Absolutely love this lunch box, I have not seen lunchbox's like this since i was a kid. My son loves it and it will last him years.	2015-08-31
US	46167946	RR9XZW7HD55L8	B00DH7P6WU	999729837	Ever After High Ashlynn Ella and Hunter Huntsman Dolls	Toys	5	0	0	N	Y	Great dolls!	My daughter loved this Ever After doll set. She received it for earning good grades in school. She loves that it has a boy and a girl. She also loves the outfits and accessories. Good products. They hold up well.	2015-08-31
US	2321779	R3V759FCSXP3IK	B012U0NAY0	175544264	Evilswarm Exciton Knight Super Rare Yu-Gi-Oh! Alternate Art Orica	Toys	5	1	1	N	Y	amazing artwork!	amazing quality first of all, these cards are amazing proxies (but don't try to use em in &#34;official duels&#34; unless a judge is okay with it, if you have the real thing to show) and look amazing in your binder!	2015-08-31
US	39401188	R13F42FNAQV27W	B00EURSHAY	650402197	Justice League Imaginext Aquaman & The Flash DC Comics two pack	Toys	5	0	0	N	Y	Easy to handle and not flimsy Seller was perfect in ...	Items are exactly as described. My 4yr old grandson loves them. Easy to handle and not flimsy Seller was perfect in description price and delivery	2015-08-31
US	51981033	RMX5Z5O0GAL4D	B000NKDQOO	856901770	Melissa & Doug Jungle Friends Safari Animals Jumbo Knob Wooden Puzzle	Toys	5	0	0	N	Y	Baby / Toddler Puzzle	Simple cute wooden puzzle. Knobs are great for babies / toddlers.	2015-08-31
US	12470163	R3H0QXIFPT8RWG	B004FRZRZ2	221421266	Bam Launcher- 400 Yard 3 Person Water Balloon Launcher SlingshotFree Balloons Included	Toys	2	1	1	N	Y	Dangerous!	Dangerous! Elastic cords break, and hits the people using this product!	2015-08-31
US	12401926	R1UXYRZWUKBUC3	B00LOY6G1I	641723656	Juggle Bubbles Activity Kit, Bubble Maker, Bubble Game, SEEN ON TV	Toys	1	0	2	N	N	False advertising!	Sadness! My daughter used her own money that she worked hard to earn on these bubbles that she has been seeing on tv, and they don't work. We can barely get any bubbles to leave the blower and when we do they pop instantly! Very disappointed. Wish she could get her money back to buy a toy without false advertising. Don't buy! Zero stars!	2015-08-31
US	46771818	R3UJC5R9B1APWH	B0007Q1IO4	644039038	No Stress Chess	Toys	5	0	0	N	N	Great game. Easy to learn	My 5 year old became addicted! Great game. Easy to learn. A+	2015-08-31
US	12704018	R2B7NWWZATLMVS	B005K0GC0M	881428696	Accoutrements Shark Attack Porcelain Mug	Toys	4	0	0	N	Y	It's not easy to stir anything anything this cup but my kid ...	It's not easy to stir anything anything this cup but my kid loves it! It was a great surprise !	2015-08-31
US	25260364	R1OU6WFM30Y3W2	B002MHL3DM	24645506	Yu-Gi-Oh! - Destiny Hero - Doom Lord (DP05-EN001) - Duelist Pack 5 Aster Phoenix - 1st Edition - Common	Toys	5	0	0	N	Y	Great card!	My son loved this!	2015-08-31
US	16297945	R2DEYWUI3EXKGN	B0009WSPRO	354713252	Ambassador European Chess Board Game	Toys	4	1	1	N	Y	Great set under $50	It's a great looking set. I thought the board and the pieces were going to be heavier, but it still looks very nice on top of my table.	2015-08-31
US	32811339	R3QGGJQZC23RF0	B00DRL55SG	866556941	Disney Phineas and Ferb 15" Backpack - Agent P	Toys	5	0	0	N	Y	Holy Platypus!	My boys love it so much, they fight over it.<br /><br />If you have kids who love Perry as much as mine do, be smart.  Buy 2!	2015-08-31
US	25968347	R3USMFMFDJRMHL	B00QCAKD54	334821311	Disney/Pixar - Super Chase - Cars Oversized Circus Cab - Radiator Springs - Diecast Vehicle	Toys	4	2	2	N	Y	One of the new Super Chase models for 2015!	Circus Cab is the first &quot;deluxe&quot; model in the Super Chase line... Super Chase is a line of &quot;Cars&quot; and &quot;Cars 2&quot; 1:55 scale models Mattel began coming out with in 2011, which are SUPER rare (production limited to no more than 4000 world-wide), with Mattel's &quot;deluxe&quot; models (usually) meaning they're bigger in size than the regular models.<br /><br />The 2015 Super Chase models (Circus Cab, Circus Van, Circus Sedan, Circus Pickup, and Circus Forklift &amp; Circus GT) all stem from a scene that ran during the credits of the original &quot;Cars&quot; movie, in which Radiator Springs residents are watching car-related spoofs of popular Disney/Pixar films at the Radiator Springs Drive-In Theatre (Toy Car Story based on &quot;Toy Story&quot;, Monster Trucks Inc. based on &quot;Monster's Inc.&quot;, and this one based on 1998's &quot;A Bug's Life&quot;.)  In the short clip, it briefly shows the aforementioned circus cars, along with &quot;A Bug's Life&quot; character P.T. Flea now designed as a &quot;Nimbly Co. No-See-Um LX&quot;, and &quot;A Bug's Life&quot; protagonist Flik designed as a &quot;Special Aphid GT&quot;.  (Both of those characters were released as part of a Mattel &quot;Movie Moments&quot; 2 pack years ago, with the non-speaking clown cars now being released as Super Chase.)  Super Cab reminds us a bit of a green version of &quot;Mack&quot; from Disney's &quot;Cars&quot; movies, with Mack (voiced by John Ratzenberger) having some hilarious lines - he ALSO voices the Hamm car in Toy Car Story, the Abominable Snow Plow in Monster Trucks Inc, and the P.T. Flea car... Mack suddenly realizes all of these characters are voiced by the same actor and says, &quot;Wait a minute here... they're just using the same actor over and over!  What kind of a cut-rate production is this?!&quot;<br /><br />Circus Cab has a heavy-duty plastic face on a die-cast body, and we've really come to appreciate the durability of these models over the years.  You'll need to open your wallet a lot wider for these models, with their premium prices, since your chances of finding them at the retail level are slim-to-none.  Suggest doing some shopping/monitoring of prices before plunking down what's always a big chunk of change for these models, but we're betting (and hoping!) that these will increase in value over the years, and that the grandkids can either hang on to these collectors models or sell them for a pretty penny (if they're still even MAKING pennies when that time comes!)  We'll be collecting all of these new Super Chase models for our middle grandson, having already rounded up the previous ones for our older grandson (2011's Frosty, Flash Long Ge, Memo Rojas &amp; Russian Racer Vitaly Petrov, 2012's Hiroaki, Takeshi &amp; Yukio, and 2014's &quot;95&quot; Fans Luigi &amp; Guido, &quot;Ciao&quot; Francesco Bernoulli, Trike Feldman, and Carateka.)<br /><br />(1/16/15 update:  We did end up purchasing this from Amazon in December 2015 for $10.99... obviously didn't wait long enough, since it's on Amazon today for $9.99!  Not a good sign for collectors when the prices of a Super Chase model goes DOWN!)hese models, with their premium prices, since your chances of finding them at the retail level are slim-to-none.  Suggest doing some shopping/monitoring of prices before plunking down what's always a big chunk of change for these models, but we're betting (and hoping!) that these will increase in value over the years, and that the grandkids can either hang on to these collectors models or sell them for a pretty penny (if they're still even MAKING pennies when that time comes!)  We'll be collecting all of these new Super Chase models for our middle grandson, having already rounded up the previous ones for our older grandson (2011's Frosty, Flash Long Ge, Memo Rojas & Russian Racer Vitaly Petrov, 2012's Hiroaki, Takeshi & Yukio, and 2014's &#34;95&#34; Fans Luigi & Guido, &#34;Ciao&#34; Francesco Bernoulli, Trike Feldman, and Carateka.)  (1/16/15 update:  We did end up purchasing this from Amazon in December 2015 for $10.99... obviously didn't wait long enough, since it's on Amazon today for $9.99!  Not a good sign for collectors when the prices of a Super Chase model goes DOWN!)	2015-08-31
US	45033477	R2ZITBCTTU6W53	B00IANTQDQ	642469709	LEGO Star Wars 75038 Jedi Interceptor (Discontinued by manufacturer)	Toys	5	0	0	N	Y	Nice Small Star Wars Spaceship	One of my son's favorites.  It's small/medium sized, easy to build and fun to ply with.  I think this one has a slot for R2D2 also.	2015-08-31
US	3866069	RZ4PMNVTZ7LPG	B000M5J7W0	184288121	Melissa & Doug Jumbo Paint Brushes (set of 4)	Toys	4	0	0	N	Y	... because I thought the handles were wood still a great product for toddlers even my 8 year old loves ...	I gave 4 stars because I thought the handles were wood still a great product for toddlers even my 8 year old loves them.	2015-08-31
US	41764482	R265FU1AJ71468	B00024AMA2	65920927	Step2  Write Desk	Toys	5	7	7	N	Y	I would love to keep all of her	My 20 month old grsnd daughter comes in the front door and heads right to her desk<br />Wish there was a place to attach drswing paper? I would love to keep all of her drawings	2015-08-31
US	48889099	R28EEQ4E5Y8U1M	B00HN9DDD2	865378559	Fisher-Price Thomas & Friends Take-N-Play Timothy	Toys	4	0	1	N	Y	Four Stars	Grandson loves thomas anything	2015-08-31
US	12686499	R16TQ07ZGCAJVP	B000JQY8BW	68497162	Melissa & Doug Giant - Lifelike Stuffed Animal	Toys	5	0	0	N	Y	Five Stars	My girl has this adorable dolphin on her bed every day, she loves &#34;him&#34;.	2015-08-31
US	52575943	R3SLHWOU6VTQBT	B00H8YHKCM	124127976	Dinosaur Grow Eggs	Toys	2	0	0	N	Y	bummer	Cracked before it ever got here	2015-08-31
US	48890562	R95PWE2MLQLLV	B00X9JDPYC	681351265	UDI HD+ Drone with Camera (Lime Green), Bonus Battery & 1-Key Control - Easy-Fly Drones for Kids Camera Drone Features Headless Mode & 720p HD Drone Camera - UDI Drones with Camera (Model U818A)	Toys	2	0	1	N	Y	Broke in 4 days	We only had it 4 days, then it hit the ground and the arm at the motor end snapped off. We can no longer use. $100.00 dollars down the tube. My son is very sad to not have a birthday gift only 4 days later.	2015-08-31
US	2043527	R1OBAJL1P1LR6Y	B00C18BY9K	289470926	Hot Wheels Super Track Pack Playset with 2 Cars	Toys	5	0	0	N	Y	The dual starting gate is very nice this allows for head to head racing	The dual starting gate is very nice this allows for head to head racing. The terrain features make this a versatile set.	2015-08-31
US	39996076	R39VDX6PGIX8Z4	B00UMPQ8SQ	655468278	Project Mc2 Doll with Experiment- Adrienne's Volcano	Toys	5	7	7	N	Y	Adrienne - wonderful personality --see her on the NetFlix Movie	Adrienne - wonderful personality --see her on the NetFlix Movie. Representing a fashion doll who is SMART and PRETTY.<br />Best NEW product for young girls - FANTASTIC MESSAGE ! LOVE LOVE LOVE<br />There is a 3 (30minute) Netflix Movie introducing Project Mc2 and all their adventures!<br />Perfect. It's about time / dolls that are great in Science Technology Engineering and Math!	2015-08-31
US	25808274	R31HGEI4ZNVQ7Z	B00186DECG	622276546	Rockin' Rider Pink Rocking Pony	Toys	5	0	0	N	Y	Five Stars	Awesome buy! my 1 year old loves it!	2015-08-31
US	7416554	R2VLP73SJPXV2P	B00P2LR84S	371937092	JESTER Diabolo Set (8 Colour Options) + Wooden Diabolo sticks, Mr Babache Diabolo Booklet of Tricks + Flames N Games Travel Bag!	Toys	2	0	0	N	Y	Two Stars	Stick was cracked/ broken when it got here.	2015-08-31
US	42850747	R1HC1G53DDQK3Q	B00PIHMIWI	860605916	7pcs/set Minecraft Enderman Creeper Mooshroom Pig Cat Sheep Squid Game Overwold Soft Plush Toys Kit Stuffed Aminal Dolls	Toys	5	0	0	N	Y	Happy kiddo	My nephew loves his plushies.	2015-08-31
US	51272292	RVM9HC3H1NFQ3	B001604KLS	341540435	Crayola 8-Count Fabric Crayons	Toys	5	0	0	N	Y	Great for sleepovers!	This is a great activity for sleepovers! I buy plain white pillow cases and the girls decorate, I iron, and they love their new personalized pillowcases. The possibilities are endless, and it's DEF easy and fun!	2015-08-31
US	34323118	R1E4XNH70C68PV	B00H98F4ZW	993821247	Samyo XT60-Plug Parallel Li-po Charging Adaptor Board 2-6s Charge/Balance Plate	Toys	1	0	0	N	Y	Thin and cheap	Burnt through the balance traces and ruined 4 batteries at once.	2015-08-31
US	35984404	R2LATUEKYKLV50	B0085SCSMC	528824936	BeginAgain Elephant Family Puzzle – Preschool Puzzle Game – Animal Game and Children’s Puzzle – Colorful, Handcrafted Educational Toy	Toys	5	0	0	N	Y	Five Stars	Well made, creative puzzle	2015-08-31
US	5459355	R1AKLYBYTMKX72	B004S8F7QM	829220659	Cards Against Humanity	Toys	5	0	0	N	Y	Fun	Hilarious game to play	2015-08-31
US	42387691	R1BBQU0TFAS1NN	B0009IYRB6	210558418	Disney Captain Hook Kids Costume	Toys	4	0	0	N	Y	Four Stars	LOVE IT	2015-08-31
US	17505353	R3U706HG9XEZOD	B00000K3BR	79279792	The Original Stomp Rocket	Toys	5	0	0	N	Y	Great toy, lots of fun for little ones!	This was a hit with several grandchildren at the beach.  Highly recommended!	2015-08-31
US	22289015	R2R9ZHZOO83RE	B00080H3PW	207258244	Maisto 1:18 Scale 1936 M-B 500 K Type Specialroadster Diecast Vehicle	Toys	5	1	2	N	Y	Five Stars	The kiddies were thrilled by it.	2015-08-31
US	8054547	R2UZPSRB7GEHQR	B001U5SR3G	365063238	Frustrationless Flyer Single Kite Kit Made in the USA	Toys	4	0	0	N	Y	Kite kit needed more wind..	My grandchildren had a ball painting and the excitement of flying the kites.  The later didn't go all that well,<br />as we needed more air currents. (The tree branches were moving, but we needed more power)  Will try again.	2015-08-31
US	1992388	R3J5N0UV14Z9TF	B00NQQTXP8	441657307	Despicable Me Minion The Game of Life Game	Toys	3	0	0	N	Y	Fun but short game and not really a LIFE game.	My whole family was excited to play this game.  When we opened it up and started playing I figured out that there just not much to the game and the game plays out too fast.  Really not a LIFE game.	2015-08-31
US	37787779	R3VIWN9OMAMF8S	B00R8NL73G	357597519	Thomas the Train Tank Engine ( Thomas & Friends ) Birthday Party Favors Pack Including Blowouts, and Party Cone Hats - 8 Guests	Toys	4	0	0	N	Y	As described, just fine	These were as described and provided good party favors.  Nothing particularly special about them.  Everything arrived and worked as expected.	2015-08-31
US	1642208	R212HP32P8SEQG	B00MYL7FVU	204993889	Star Wars The Black Series C-3PO Figure	Toys	4	0	1	N	Y	Four Stars	Good.	2015-08-31
US	12292067	R2TM0FVIEQPHQ7	B00LFQLARK	277888946	Air Hogs Vectron Wave 2.0 - Black, Grey and Orange	Toys	2	0	0	N	Y	not sure what was the issue, but it never ...	not sure what was the issue, but it never actually flew, we did everyhing we could, but didn't work/fly, may be defective piece	2015-08-31
US	23736572	R12A76C8BF9OMO	B001ENV4JS	867250776	Ty Beanie Babies George Regular Plush	Toys	5	0	0	N	Y	Great!	Great toy! Even better than on picture. Got it from TY, but sellers change, so pay attention who you are buying from.	2015-08-31
US	18928436	R17RFQUKIU5BOJ	B00BN0EFU2	96184717	Kiddieland Toys Limited Disney Light N' Sound Activity McQueen Racer Ride On	Toys	5	0	1	N	Y	Five Stars	he loves it	2015-08-31
US	10736867	R2ONQJ5RY8Y4QT	B001GQJVF2	390996301	Rhode Island Novelty 144 Classic Assorted Toy Soldiers in Poses	Toys	3	1	1	N	Y	Three Stars	Were very flimsy and broke very easily. Worth it for the money.	2015-08-31
US	758805	RFOY0ZVW5A1H3	B003IUE35M	915182292	Amloid Mega Beach Tote - 8 Pieces Sand Toy Play Set	Toys	1	0	0	N	N	One Star	Very disappointed. Expected a &#34;mega&#34; set only to receive this tiny set. Good for a 3 yr old.	2015-08-31
US	4792174	R3NOZHLQF2AHJQ	B000WPJAI6	847785352	Safari-Zoo Rubber Duckies	Toys	3	0	0	N	Y	These safari characters aren't the best quality rubber ducks of all the rubber ducks I've ...	These safari characters aren't the best quality rubber ducks of all the rubber ducks I've seen. They are fairly cheaply made. The material is very thin with imperfections in the texture at the base of the ducks. The colors do not appear as vibrant as they appear in the photo. The printed designs are not evenly painted and look as though they may wash off in a couple uses. I expected a more durable party favor to use as table decoration for my child's first birthday, but these will still work really well for the theme of the party.	2015-08-31
US	19965729	RD3JBMS5CCM6G	B00ZCZSJ5Q	514557001	Folkmanis Peregrine Falcon Hand Puppet	Toys	5	1	1	N	N	The peregrine will be your best buddy ever	The peregrine was so cute and the feathers were so soft. I watched movies with it and told secrets to the bird. This bird was warmer to me then my  heater . You should  buy this bird .The peregrine will be your best buddy ever!!!	2015-08-31
US	52952246	RKX8TL3I0YH9R	B00E4023Q6	25267061	Diamond Select Toys Marvel Minimates Deadpool Assemble Box Set	Toys	5	0	0	N	Y	Great Collection	I bought this as a gift for my 13 year old nephew.  His response after he unwrapped his present was, &#34;AWESOME&#34;!  My opinion is that it is very nice merchandise with a lot of detail and accessories for the figures.	2015-08-31
US	8338088	R2UOCAPXI4RH5O	B010TQY7A8	540965147	Exploding Kittens: A Card Game About Kittens and Explosions and Sometimes Goats	Toys	5	0	0	N	Y	Fun and intense.	Super fun. Get really intense towards the end. Totally recommend if you are on the fence about this at all. I'll be buying another one soon.	2015-08-31
US	140352	R38SX6Z48ZHHKD	B0001LUG2K	433008759	100 Ct. Poker Chips Set 11.5 gram (styles will vary)	Toys	3	0	0	N	Y	Three Stars	no number	2015-08-31
US	38980224	R1BOHU2N4DQDZT	B009B7F6CA	873028700	Melissa & Doug Water Wow Coloring Book - Vehicles	Toys	3	0	0	N	Y	The pictures and brush are great. But	The pictures and brush are great.  But, it should not be in a spiral form.  For several reasons. First..2 kids cannot share at the same time...one could use a paint brush and water...but can't because they are bound together.  Takes FOREVER TO DRY again because they are bound together.  I ended up cutting the spiral off so I would have loose pages that can be shared and dry easily.  Instead of a spiral.  They should have a single hole punch in the top left corner.  Use a plastic reclisable ring to hold the pages together after they are dry or for transporting.  Otherwise it is sweet.  My 5 and 3 year old grand boys love the pictures and the water brush.  No mess.  Fun activity.  Mimi	2015-08-31
US	37499500	R1QWFF5W0VSP5R	B0030F67N6	303661845	B. Toys B. One Two Squeeze Blocks	Toys	5	0	0	N	Y	Happy With Purchase.	Baby loves them and don't have to worry when she falls on them!	2015-08-31
US	19966541	R1W15UYSXELB59	B00004WHN9	91068324	Melissa & Doug Underwater Ocean Floor Puzzle (48 pcs, 2 x 3 feet)	Toys	5	0	0	N	Y	Five Stars	super cool. challenging, too (for my 4 year old)	2015-08-31
US	1119766	RSWNYBPXR93R8	B00VTE0VJQ	870284836	Tamiya Models M3 Stuart JUS Light Tank	Toys	4	6	6	N	Y	Great kit, like early armour	Great kit, like early armour. This will go good with my tank collection. You can also by aftermarket detail items from various manufacturers to enhance the kit. Great build out of the box!	2015-08-31
US	19814722	R2VYTSFGZFDEAU	B0006NM1K8	67200055	Aurora World Flopsies Perry Peaock 12" Plush	Toys	5	0	0	N	N	Five Stars	Very cute!	2015-08-31
US	11189988	R3DZLJOPU2J78G	B00000J421	947457955	Power Wheels 6-Volt Rechargeable Replacement Battery	Toys	5	0	0	N	Y	Five Stars	Just what I needed at a great price!	2015-08-31
US	1453081	R29HAOENXEA77	B00B1TE9E2	57606236	Star Wars Revell Darth Vader's Tie Fighter Easykit Pocket	Toys	4	0	0	N	N	... is as small as the tie interceptor it was easy to put together and the wings fit much better	got this thing from the store it is as small as the tie interceptor  it was easy to put together and the wings fit much better .....now I have said this before not to play with these model but this one you could probably play with	2015-08-31
US	17173900	R7IK0ANBORNVG	B00B2LZFSI	953683884	Transformers Prime Beast Hunters Commander Class Hardshell	Toys	5	1	1	N	Y	Great value!	Great quality and the kids love it!	2015-08-31
US	40862185	R3R7DZX7TT30AB	9269802566	337662543	Hero RC Sky Matrix H1306 1306 4 CH RC Quadcopter 2.4ghz Ready to Fly (Red) w/ Bonus Extra Battery	Toys	5	0	0	N	Y	Many hours of fun for a 9 year old boy	Many hours of fun for a 9 year old boy. The cage is quite helpful in protecting the flying machine from damage. Still using it occasionally many months after purchase.	2015-08-31
US	22434455	R1AYHZ4G65JK3B	B00GLEOTDI	598507539	DISNEY INFINITY Crystal Clear Starter Playset Piece - Monsters University, The Incredibles, Pirates of the Caribbean	Toys	5	0	0	N	Y	Five Stars	Works great!	2015-08-31
US	14214272	R183Z7S4RTT624	B00KOSUE0O	413768576	Cra-Z-Art Mini Magna Doodle Colors May Vary	Toys	1	0	0	N	Y	You get what you pay for!  :(	We bought this item for our daughter to play with on a long road trip. She was never really super interested in it like the regular size magna doodle.  My husband and I tried it out and it sucks.  Whatever you draw lasts maybe 20 seconds. There is no need for the slide bar to erase because it erases itself. Super disappointed!	2015-08-31
US	45297104	R3QYSXBVLTF31Y	B004S8F7QM	829220659	Cards Against Humanity	Toys	5	0	0	N	Y	BEST GAME EVER!	OMG one of the funniest games I've ever played. I'll be buying expansion packs because we played ALL the cards in one day it was such a fun game. Warning it is SUPER raunchy but also really fun!	2015-08-31
US	14390841	RP1LQF100QN95	B00MYL9H52	114211510	Fisher-Price Laugh and Learn Smart Stages Count and Learn Piggy Bank	Toys	5	0	0	N	Y	... time and has already given our son hours of enjoyment.	Arrived on time and has already given our son hours of enjoyment.	2015-08-31
US	50849848	R1T1YVE498JT1W	B00N1DFJGS	53494890	Chainsaw Motion and Sound Halloween Prop Texas Massacre	Toys	5	0	0	N	Y	Five Stars	Item is fantastic and works as advertised!!	2015-08-31
US	8520915	R4T8KLMUZMPF8	B00ECV4YOQ	774941674	My Little Pony Fantastic Flutters Princess Twilight Sparkle Figure Doll	Toys	5	0	0	N	Y	Five Stars	granddaughter loved it!	2015-08-31
US	35870044	R27PZA6FN9B4N0	B002GCL658	595587446	Melissa & Doug	Toys	5	0	0	N	Y	Five Stars	My three year old son LOVES this costume. He wears it all the time.	2015-08-31
US	41855640	R2IZ3FSB55TQKE	B004S5WF9W	562695908	Melissa & Doug Family Dinner Box of Questions - Faith Edition - Mini	Toys	5	0	0	N	Y	Five Stars	Nice gift for children or family	2015-08-31
US	12074981	R2M885FG8CQUVK	B00IZG390Y	687204341	Golden Bear Sooty Sooty Hand Puppet	Toys	5	1	1	N	Y	Five Stars	Now a world traveller	2015-08-31
US	49505903	R39HPG3FRUVFM6	B000HCL94W	365896695	Rockin' Rider Lucky Talking Plush Spring Horse	Toys	5	1	1	N	Y	Five Stars	My daughter is 5 and she absolutely loves this horse.	2015-08-31
US	27367084	R1WVN7Z39XLW1Q	B00B28GVLG	513421864	Classic Yahtzee Game of Skill and Chance	Toys	2	0	1	N	Y	Unacceptable Decibel level	I am extremely upset that the die shaker is a tin can!!! Have you any idea the level of noise that this combination emits???? I had to wrap it in an old sock just to make it bearable!!! Sorely disappointe!!	2015-08-31
US	27975200	R38NUFD3QP0TO4	B00887E7J2	865357056	Magic: the Gathering - Chandra's Fury (124) - Magic 2013	Toys	4	0	0	N	Y	Four Stars	its a good card for a noncombat damage deck	2015-08-31
US	11916403	R25BN7XXFZBMTI	B001I0ZCOK	16819856	Harry Potter Hogwarts House Cup Challenge	Toys	5	0	5	N	Y	Five Stars	received wrong item	2015-08-31
US	28559380	R3QY06QW3G79QO	B000M3QJPU	43708250	VTech - Baby's Learning Laptop	Toys	5	0	0	N	Y	Five Stars	Very cute laptop. Lights & sounds keep a child's interest.	2015-08-31
US	15777211	R10XPSI81T2HMS	B00HTX5RQS	721825184	Skque&reg; Soft Silicone Skin Case Cover for Nintendo 2DS	Toys	1	0	0	N	Y	it's great but it is a little loose when you put ...	For the price, it's great but it is a little loose when you put it on	2015-08-31
US	19399730	R2YWMK3FEI21JP	B00HS7GG5G	760834263	One Night Ultimate Werewolf	Toys	5	1	1	N	Y	Must have	Great game, great at teaching bluffing and detective type work, friends and family love it!  Dont need the expansion to play, but it is nice for a few roles and bigger groups.	2015-08-31
US	33124846	R1X4PBHERZD07V	B00ZJJY1ZM	152129421	Gund Bagel Beagle Dog Stuffed Animal Plush	Toys	5	0	1	N	Y	Gund beagle stuffed dog	My grand daughter loved it!	2015-08-31
US	49929821	R2GLPLKR8T0D3G	B00IJPDYB0	521935943	Pokemon Bulbasaur 6" Plush Doll	Toys	5	0	0	N	Y	Five Stars	Arrived on time, the little person loves it.	2015-08-31
US	7919652	R39YZV590PLB9E	B004D6WTG0	116617864	Challenger RC Aircraft Carrier Model 30" - RC Battleship - Model Ship Wood Replica - Not a Model Kit	Toys	1	7	8	N	Y	RC Aircraft Sunk	failed to function right out of the box. piece of crap. this was a birthday present for a four year old grandson and you can imagine the disappointment on his face. My son is a doctor and even he could not get it to operate. Send it back to China with all the other Chinese junk we buy.	2015-08-31
US	23650006	R69OYVCIWPLFN	B00KO6THMM	529830358	Toy - Action Figure - Beginners Bible - Moses And Commandments	Toys	5	0	0	N	Y	Five Stars	small but super cute (P.S. Commandments are not in order of Catholic version)	2015-08-31
US	804753	R1YDJ7SWL15IJZ	B013D8RTC2	54570373	Elf on the Shelf Blue Eyed Girl with Limited Edition Dazzling Dress - Direct From North Pole in Official Santa Gift Box	Toys	5	1	1	N	N	Elf on the Shelf is so much FUN!!	Elf on the Shelf is so much FUN!!! It's not only magical and fun for our daughter but for us as well!!! We had our second daughter in December of last year and per our oldest she needed her own elf!!! There is so much magic and spirit of the season that can be created in the eyes of a young child... it truly is limitless! We LOVE our elves!<br /><br />*I received this at a discounted rate for my honest and unbiased review. My thoughts are 100% my own!	2015-08-31
US	24316587	R38Q40T2T00IOG	B004S8F7QM	829220659	Cards Against Humanity	Toys	5	0	0	N	Y	fun but caution....	Be prepared for some very explicit cards.  We did eliminate some before playing.  Our ages range from late 30's and up.  Plays like Apples to Apples with VERY adult question/answer cards. Fun game but just a word of caution	2015-08-31
US	38816334	R1XKCO5MFYYFH6	B004478GGK	778167438	LEGO Creator Log Cabin 5766 (Discontinued by manufacturer)	Toys	5	0	0	N	Y	Five Stars	GRANDSONS LOVED IT. THEY STAYED IN A CABIN IN BRANSON SO THEY REALLY CONNECTED WITH THE CABIN.	2015-08-31
US	28393942	R1Q7PLVQX130Z3	B00IVLIU3O	735303661	Disney Princess Glitter Glider Princess Aurora Doll	Toys	5	0	0	N	Y	Great	Great to play with the glider castle. They role well down the ramps	2015-08-31
US	16063739	RRZBY0TG1D5SW	B00R6OAVJ8	436768768	Zing Toys FireTek Bow Refill (3 Units)	Toys	4	0	0	N	Y	Four Stars	daughter loved them	2015-08-31
US	15027227	R2TA99A4TD314Y	B001ALZHQ0	962085989	Mario Bro: 4-inch Plush Keychain - Yoshi BLACK	Toys	5	0	0	N	Y	he looked at the globe so he knew how far that was and that was fun. very cute	came early, very cute. came in package from China  so 6 year old  nephew very impressed that  black Yoshi came so far. he looked at the globe so he knew how far that was and that was fun.  very cute. very fun and no shipping charges. that made me very happy	2015-08-31
US	12059321	R2GIM1UKH7VLMA	B00H8KFYRE	551761853	Haktoys HAK448 4 Channel 15" RC Helicopter, Gyroscope, Rechargeable, Ready to Fly, and with LED Lights - Colors May Vary	Toys	5	1	1	N	Y	was a gift for a 10 year old grandson and ...	was a gift for a 10 year old grandson and after scooting around on the garage floor for a while learning to control it on the ground he took off and  flew it around.  I'd call it a success.	2015-08-31
US	433677	R1JICJ4UM63WZ3	B004WNITDG	140392158	Fisher-Price Kid-Tough Digital Camera	Toys	5	0	0	N	Y	Five Stars	Children like it	2015-08-31
US	35486957	R2UU0IC1KW8VTR	B00D25G4LE	226702220	Redcat Racing Wall Charger with Banana Connector	Toys	3	2	2	N	Y	Works well, is rather fragile	This product works fine to charge my daughter's Redcat Racing Truck. Unfortunately, this is the third one we have purchased. They tend to come apart at the end that connects to the RC car.	2015-08-31
US	587757	R2PIBF4UOOBWTI	B00B5E2PW6	98559387	D&Y Cute ! Pokemon Togepi 20cm Soft Plush Stuffed Doll Toy #175 Cute Gift Fast Shipping Ship Worldwide From Hengheng Shop	Toys	5	0	0	N	Y	ADORABLE !!!!!!	It's in perfect condition no rips or anything it's super soft and adorable.it took about three weeks to arrive.it is way bigger than I ever expected which is a plus.would definitely recommend to any Togepi fan.	2015-08-31
